0	5.79095
1	5.7789
2	5.74683
3	5.75277
4	5.71042
5	5.66524
6	5.69159
7	5.70755
8	5.71169
9	5.71849
10	5.81064
11	5.7772
12	5.76096
13	5.77496
14	5.74395
15	5.71573
16	5.70463
17	5.65789
18	5.66076
19	5.69334
20	5.76206
21	5.76812
22	5.80282
23	5.79649
24	5.74157
25	5.73381
26	5.7092
27	5.68267
28	5.70837
29	5.71093
30	5.71964
31	5.73198
32	5.72609
33	5.76856
34	5.79068
35	5.7534
36	5.73351
37	5.71383
38	5.67269
39	5.69746
40	5.71502
41	5.74558
42	5.73069
43	5.77929
44	5.76925
45	5.73683
46	5.77134
47	5.71619
48	5.70458
49	5.70073
50	5.71359
51	5.70248
52	5.73241
53	5.71982
54	5.76137
55	5.76164
56	5.78269
57	5.78421
58	5.736
59	5.67868
60	5.66173
61	5.66608
62	5.67836
63	5.74958
64	5.79566
65	5.7473
66	5.78058
67	5.7739
68	5.73731
69	5.70881
70	5.72988
71	5.71592
72	5.6916
73	5.70162
74	5.73511
75	5.75306
76	5.76711
77	5.78389
78	5.75983
79	5.70911
80	5.70395
81	5.69312
82	5.69418
83	5.70434
84	5.7622
85	5.7692
86	5.74543
87	5.79666
88	5.78082
89	5.73724
90	5.75833
91	5.7205
92	5.72155
93	5.70774
94	5.72131
95	5.7395
96	5.7232
97	5.76293
98	5.78718
99	5.76415
100	5.73657
101	5.71447
102	5.68974
103	5.66079
104	5.72149
105	5.71761
106	5.7256
107	5.75564
108	5.77436
109	5.72795
110	5.67599
111	5.72059
112	5.69961
113	5.70555
114	5.7241
115	5.68332
116	5.70873
117	5.75236
118	5.75143
119	5.7081
120	5.74822
121	5.72998
122	5.72076
123	5.72235
124	5.71432
125	5.68856
126	5.67114
127	5.72569
128	5.71444
129	5.74499
130	5.72988
131	5.73164
132	5.69028
133	5.60068
134	5.62938
135	5.62662
136	5.72138
137	5.75512
138	5.75418
139	5.75557
140	5.73689
141	5.73713
142	5.66992
143	5.70227
144	5.71423
145	5.72056
146	5.70999
147	5.7159
148	5.70162
149	5.7124
150	5.73963
151	5.78032
152	5.76943
153	5.76471
154	5.72159
155	5.73566
156	5.69842
157	5.70727
158	5.71944
159	5.76889
160	5.77715
161	5.78382
162	5.75537
163	5.7515
164	5.68124
165	5.65761
166	5.68477
167	5.73641
168	5.74788
169	5.75215
170	5.74569
171	5.75818
172	5.78366
173	5.72715
174	5.71327
175	5.71976
176	5.67129
177	5.66444
178	5.65322
179	5.72947
180	5.75159
181	5.74835
182	5.78213
183	5.75332
184	5.73552
185	5.7042
186	5.728
187	5.732
188	5.73418
189	5.74022
190	5.76723
191	5.73449
192	5.73512
193	5.72095
194	5.75298
195	5.73002
196	5.70137
197	5.70905
198	5.67475
199	5.69727
200	5.77011
201	5.74516
202	5.77087
203	5.75386
204	5.75614
205	5.77534
206	5.74743
207	5.71753
208	5.73882
209	5.71084
210	5.75017
211	5.72857
212	5.74809
213	5.7417
214	5.7419
215	5.7478
216	5.73136
217	5.70626
218	5.70611
219	5.71693
220	5.7395
221	5.74603
222	5.73784
223	5.75754
224	5.70088
225	5.72754
226	5.72807
227	5.72636
228	5.72344
229	5.72037
230	5.74958
231	5.7655
232	5.73978
233	5.74297
234	5.73034
235	5.71846
236	5.6992
237	5.64653
238	5.64442
239	5.67781
240	5.70993
241	5.74564
242	5.75737
243	5.75663
244	5.78682
245	5.77173
246	5.76367
247	5.73732
248	5.7407
249	5.72693
250	5.71371
251	5.71463
252	5.72495
253	5.72254
254	5.71627
255	5.70832
256	5.69442
257	5.71672
258	5.68521
259	5.72542
260	5.70438
261	5.70178
262	5.72125
263	5.74224
264	5.73185
265	5.72755
266	5.75261
267	5.72331
268	5.7276
269	5.7079
270	5.71585
271	5.75775
272	5.75862
273	5.75157
274	5.75581
275	5.74924
276	5.72975
277	5.74343
278	5.74889
279	5.75811
280	5.73253
281	5.77721
282	5.77014
283	5.76959
284	5.76675
285	5.73882
286	5.75506
287	5.71982
288	5.72152
289	5.74131
290	5.72403
291	5.77155
292	5.78275
293	5.76268
294	5.75076
295	5.73087
296	5.74103
297	5.7295
298	5.74178
299	5.7284
300	5.75876
301	5.72807
302	5.75138
303	5.73698
304	5.73973
305	5.75191
306	5.76708
307	5.76146
308	5.75547
309	5.70843
310	5.69843
311	5.6832
312	5.73501
313	5.73462
314	5.74123
315	5.74065
316	5.71371
317	5.71501
318	5.6966
319	5.73264
320	5.75541
321	5.69331
322	5.6614
323	5.58494
324	5.63268
325	5.67999
326	5.71331
327	5.72858
328	5.6978
329	5.65266
330	5.68812
331	5.73599
332	5.75299
333	5.74485
334	5.71403
335	5.68964
336	5.72801
337	5.71701
338	5.73678
339	5.77547
340	5.75738
341	5.74523
342	5.74921
343	5.75487
344	5.73333
345	5.7369
346	5.73817
347	5.74405
348	5.69187
349	5.67271
350	5.62677
351	5.66903
352	5.70116
353	5.71183
354	5.68918
355	5.70114
356	5.70082
357	5.68832
358	5.7198
359	5.7265
360	5.74304
361	5.73468
362	5.73682
363	5.74524
364	5.75241
365	5.75709
366	5.74211
367	5.72971
368	5.74226
369	5.74185
370	5.75642
371	5.74883
372	5.76507
373	5.76659
374	5.74755
375	5.7277
376	5.74612
377	5.71472
378	5.72741
379	5.72713
380	5.74964
381	5.74346
382	5.72404
383	5.7051
384	5.72526
385	5.74418
386	5.74658
387	5.72269
388	5.72303
389	5.70628
390	5.74787
391	5.7415
392	5.73404
393	5.72054
394	5.74927
395	5.72149
396	5.71047
397	5.74819
398	5.78469
399	5.74747
400	5.75332
401	5.73772
402	5.74023
403	5.73147
404	5.69721
405	5.63764
406	5.53454
407	5.57117
408	5.65732
409	5.71649
410	5.74442
411	5.72797
412	5.72586
413	5.64399
414	5.65556
415	5.72045
416	5.70413
417	5.72337
418	5.75356
419	5.74787
420	5.75115
421	5.74605
422	5.73321
423	5.69312
424	5.64878
425	5.68824
426	5.7053
427	5.7205
428	5.74357
429	5.73335
430	5.69425
431	5.7132
432	5.7019
433	5.70652
434	5.72483
435	5.73848
436	5.73086
437	5.68395
438	5.6172
439	5.60417
440	5.65948
441	5.70884
442	5.75674
443	5.72926
444	5.74426
445	5.72782
446	5.72492
447	5.73785
448	5.72979
449	5.67939
450	5.63843
451	5.61168
452	5.68494
453	5.7166
454	5.73686
455	5.73179
456	5.72732
457	5.70376
458	5.67221
459	5.72121
460	5.74006
461	5.7637
462	5.74476
463	5.72322
464	5.72657
465	5.73605
466	5.72479
467	5.62676
468	5.6547
469	5.71099
470	5.72112
471	5.73342
472	5.73324
473	5.72576
474	5.73317
475	5.72238
476	5.70367
477	5.70601
478	5.71372
479	5.69672
480	5.72059
481	5.70506
482	5.7002
483	5.72057
484	5.72492
485	5.67538
486	5.67417
487	5.67452
488	5.7029
489	5.74057
490	5.7423
491	5.72682
492	5.73631
493	5.73742
494	5.70429
495	5.66273
496	5.65294
497	5.70052
498	5.68137
499	5.71898
500	5.71155
501	5.67168
502	5.59634
503	5.63731
504	5.70713
505	5.73291
506	5.74542
507	5.7695
508	5.73947
509	5.72381
510	5.71383
511	5.66915
512	5.60601
513	5.50641
514	5.42664
515	5.58021
516	5.65094
517	5.72266
518	5.74539
519	5.72727
520	5.70494
521	5.65462
522	5.64096
523	5.70247
524	5.70028
525	5.75892
526	5.74526
527	5.7268
528	5.75401
529	5.74517
530	5.73583
531	5.74618
532	5.73946
533	5.71662
534	5.68223
535	5.68299
536	5.67196
537	5.63839
538	5.58456
539	5.55272
540	5.6612
541	5.74567
542	5.71811
543	5.74543
544	5.76987
545	5.74695
546	5.73894
547	5.67124
548	5.59264
549	5.54647
550	5.62125
551	5.59484
552	5.52106
553	5.53234
554	5.64559
555	5.69746
556	5.71977
557	5.71422
558	5.66002
559	5.57734
560	5.58077
561	5.60257
562	5.59367
563	5.51437
564	5.59582
565	5.6837
566	5.72325
567	5.70751
568	5.68065
569	5.7196
570	5.7212
571	5.73792
572	5.73894
573	5.71085
574	5.63109
575	5.66659
576	5.71656
577	5.7305
578	5.74551
579	5.75044
580	5.74874
581	5.7633
582	5.74943
583	5.7539
584	5.73835
585	5.69777
586	5.70976
587	5.69569
588	5.7019
589	5.70142
590	5.70667
591	5.61591
592	5.50109
593	5.64095
594	5.69105
595	5.71227
596	5.69627
597	5.63064
598	5.53874
599	5.59497
600	5.70976
601	5.69223
602	5.73095
603	5.66628
604	5.64664
605	5.64555
606	5.71345
607	5.70326
608	5.71618
609	5.7334
610	5.7182
611	5.72752
612	5.74928
613	5.72806
614	5.68158
615	5.70253
616	5.74531
617	5.72529
618	5.72913
619	5.74945
620	5.73911
621	5.74022
622	5.71965
623	5.71865
624	5.68825
625	5.69039
626	5.73213
627	5.76728
628	5.74979
629	5.72145
630	5.68921
631	5.66398
632	5.70748
633	5.74981
634	5.75884
635	5.76818
636	5.72781
637	5.7177
638	5.69773
639	5.72199
640	5.73918
641	5.76952
642	5.74792
643	5.77295
644	5.76155
645	5.73748
646	5.7637
647	5.76116
648	5.76454
649	5.77378
650	5.78047
651	5.77174
652	5.75448
653	5.72105
654	5.7428
655	5.75962
656	5.73519
657	5.7468
658	5.76451
659	5.77789
660	5.76025
661	5.75414
662	5.74942
663	5.72814
664	5.72793
665	5.69006
666	5.6533
667	5.65244
668	5.72836
669	5.7594
670	5.75222
671	5.70508
672	5.69753
673	5.67329
674	5.70607
675	5.74092
676	5.71192
677	5.70461
678	5.65062
679	5.64623
680	5.64779
681	5.71343
682	5.74017
683	5.73265
684	5.74602
685	5.73671
686	5.76956
687	5.77416
688	5.7771
689	5.76123
690	5.76882
691	5.76659
692	5.74918
693	5.72163
694	5.70312
695	5.75067
696	5.76945
697	5.77031
698	5.7634
699	5.74781
700	5.74728
701	5.72283
702	5.71119
703	5.72102
704	5.71586
705	5.71167
706	5.72812
707	5.68934
708	5.60197
709	5.6177
710	5.68614
711	5.74327
712	5.75722
713	5.74247
714	5.72881
715	5.70919
716	5.75004
717	5.73446
718	5.75748
719	5.74387
720	5.73152
721	5.7343
722	5.79448
723	5.74265
724	5.76062
725	5.76401
726	5.75983
727	5.75991
728	5.73693
729	5.75393
730	5.75932
731	5.74452
732	5.75287
733	5.75833
734	5.76078
735	5.73635
736	5.75411
737	5.74589
738	5.75646
739	5.75598
740	5.76514
741	5.75056
742	5.72322
743	5.74378
744	5.71923
745	5.75011
746	5.73917
747	5.72089
748	5.73984
749	5.76099
750	5.7448
751	5.73422
752	5.76322
753	5.72277
754	5.71253
755	5.70693
756	5.75348
757	5.76073
758	5.75937
759	5.75542
760	5.72299
761	5.75531
762	5.71339
763	5.7372
764	5.73799
765	5.74168
766	5.72861
767	5.72208
768	5.70813
769	5.70144
770	5.70749
771	5.72543
772	5.75394
773	5.75598
774	5.73275
775	5.65451
776	5.64913
777	5.66163
778	5.70982
779	5.69343
780	5.69961
781	5.71378
782	5.73636
783	5.75039
784	5.74413
785	5.75425
786	5.7729
787	5.75107
788	5.76909
789	5.73141
790	5.77028
791	5.76584
792	5.75429
793	5.75032
794	5.77574
795	5.7468
796	5.75596
797	5.74293
798	5.76834
799	5.75322
800	5.75329
801	5.75452
802	5.72402
803	5.71614
804	5.72704
805	5.73199
806	5.73232
807	5.73025
808	5.72223
809	5.72917
810	5.74339
811	5.72118
812	5.72538
813	5.73144
814	5.73639
815	5.72071
816	5.60271
817	5.53981
818	5.61634
819	5.68441
820	5.72321
821	5.72034
822	5.73077
823	5.76471
824	5.77041
825	5.74711
826	5.75978
827	5.75308
828	5.72703
829	5.69796
830	5.70186
831	5.71604
832	5.7494
833	5.75793
834	5.77795
835	5.74203
836	5.73537
837	5.71335
838	5.73846
839	5.75739
840	5.75278
841	5.76472
842	5.74756
843	5.77178
844	5.74143
845	5.67266
846	5.60244
847	5.61606
848	5.68595
849	5.69947
850	5.73798
851	5.72977
852	5.75802
853	5.7194
854	5.72361
855	5.74877
856	5.59928
857	5.58508
858	5.71819
859	5.72036
860	5.71448
861	5.70336
862	5.66313
863	5.57338
864	5.55719
865	5.65196
866	5.65641
867	5.53367
868	5.5914
869	5.66076
870	5.70877
871	5.71566
872	5.69426
873	5.58896
874	5.54438
875	5.58353
876	5.67356
877	5.72052
878	5.6788
879	5.6639
880	5.66208
881	5.72084
882	5.74473
883	5.74156
884	5.73309
885	5.7176
886	5.704
887	5.7096
888	5.66891
889	5.56266
890	5.52847
891	5.59948
892	5.66691
893	5.68912
894	5.67325
895	5.68216
896	5.64215
897	5.67119
898	5.67
899	5.67491
900	5.65391
901	5.60969
902	5.60127
903	5.63228
904	5.67709
905	5.68274
906	5.67074
907	5.68665
908	5.7164
909	5.71247
910	5.69345
911	5.70754
912	5.72396
913	5.71079
914	5.67859
915	5.64731
916	5.62448
917	5.62713
918	5.64522
919	5.67602
920	5.65204
921	5.64119
922	5.66003
923	5.69215
924	5.68659
925	5.70491
926	5.71798
927	5.71129
928	5.70265
929	5.72666
930	5.73822
931	5.74248
932	5.74079
933	5.73172
934	5.75482
935	5.73973
936	5.70137
937	5.75682
938	5.74883
939	5.7553
940	5.77005
941	5.74432
942	5.75202
943	5.70273
944	5.64179
945	5.60395
946	5.59298
947	5.6906
948	5.67708
949	5.69496
950	5.71562
951	5.71263
952	5.73035
953	5.75436
954	5.74092
955	5.70225
956	5.58677
957	5.50226
958	5.57975
959	5.69488
960	5.75488
961	5.75447
962	5.76686
963	5.75608
964	5.77122
965	5.74862
966	5.73842
967	5.71984
968	5.7533
969	5.75217
970	5.75746
971	5.72706
972	5.72399
973	5.71689
974	5.65345
975	5.68558
976	5.71555
977	5.7329
978	5.73832
979	5.73277
980	5.72076
981	5.73326
982	5.75094
983	5.74798
984	5.66504
985	5.46509
986	5.59222
987	5.67206
988	5.72356
989	5.68493
990	5.64193
991	5.54436
992	5.46631
993	5.58082
994	5.68858
995	5.71245
996	5.71861
997	5.71314
998	5.74803
999	5.7532
1000	5.75334
1001	5.7634
1002	5.71775
1003	5.73497
1004	5.76104
1005	5.7606
1006	5.74608
1007	5.72856
1008	5.71384
1009	5.69478
1010	5.71612
1011	5.73231
1012	5.7275
1013	5.69332
1014	5.73116
1015	5.74741
1016	5.74933
1017	5.71666
1018	5.66077
1019	5.59898
1020	5.62227
1021	5.57507
1022	5.61052
1023	5.58518
1024	5.63416
1025	5.64949
1026	5.69537
1027	5.69262
1028	5.70943
1029	5.67411
1030	5.57413
1031	5.58618
1032	5.62953
1033	5.66928
1034	5.66651
1035	5.6772
1036	5.69573
1037	5.68173
1038	5.73075
1039	5.71231
1040	5.7283
1041	5.73726
1042	5.73338
1043	5.72759
1044	5.71302
1045	5.73022
1046	5.7555
1047	5.74878
1048	5.74897
1049	5.74172
1050	5.75746
1051	5.7408
1052	5.74483
1053	5.75615
1054	5.7459
1055	5.75339
1056	5.69925
1057	5.69479
1058	5.75524
1059	5.75686
1060	5.76455
1061	5.76742
1062	5.73107
1063	5.71628
1064	5.69579
1065	5.72085
1066	5.75867
1067	5.7771
1068	5.72335
1069	5.70353
1070	5.70367
1071	5.65448
1072	5.66033
1073	5.67688
1074	5.69694
1075	5.72707
1076	5.75084
1077	5.74315
1078	5.76393
1079	5.78785
1080	5.7658
1081	5.75783
1082	5.73712
1083	5.67238
1084	5.57436
1085	5.5293
1086	5.61474
1087	5.66502
1088	5.71002
1089	5.72165
1090	5.74073
1091	5.72405
1092	5.75384
1093	5.72031
1094	5.71964
1095	5.72149
1096	5.74122
1097	5.72774
1098	5.72098
1099	5.74577
1100	5.76501
1101	5.75201
1102	5.75742
1103	5.72861
1104	5.72746
1105	5.73481
1106	5.73975
1107	5.75225
1108	5.75319
1109	5.76747
1110	5.75774
1111	5.76163
1112	5.75643
1113	5.76709
1114	5.74888
1115	5.75814
1116	5.75616
1117	5.73914
